,date,country,confirmed,recovered,deaths
56015,2020-12-05,Kazakhstan,179344,151134,2488
56016,2020-12-05,Kenya,87984,68532,1518
56017,2020-12-05,"Korea, South",37546,29128,545
56018,2020-12-05,Kosovo,42337,27821,1087
56019,2020-12-05,Kuwait,144164,139610,889
56020,2020-12-05,Kyrgyzstan,74774,66538,1290
56021,2020-12-05,Laos,39,26,0
56022,2020-12-05,Latvia,20787,1866,253
56023,2020-12-05,Lebanon,134295,86019,1078
56024,2020-12-05,Lesotho,2150,1278,44
56025,2020-12-05,Liberia,1676,1358,83
56026,2020-12-05,Libya,85529,56048,1219
56027,2020-12-05,Liechtenstein,1378,1183,17
56028,2020-12-05,Lithuania,72430,30277,611
56029,2020-12-05,Luxembourg,37017,28029,345
56030,2020-12-05,MS Zaandam,9,7,2
56031,2020-12-05,Madagascar,17513,16927,255
56032,2020-12-05,Malawi,6049,5476,185
56033,2020-12-05,Malaysia,71359,60204,380
56034,2020-12-05,Maldives,13159,12264,47
56035,2020-12-05,Mali,5062,3334,163
56036,2020-12-05,Malta,10423,8289,149
56037,2020-12-05,Marshall Islands,4,4,0
56038,2020-12-05,Mauritania,9359,7835,184
56039,2020-12-05,Mauritius,508,465,10
56040,2020-12-05,Mexico,1168395,859643,109456
56041,2020-12-05,Moldova,115557,99606,2403
56042,2020-12-05,Monaco,637,572,3
56043,2020-12-05,Mongolia,849,384,0
56044,2020-12-05,Montenegro,37879,26809,530
56045,2020-12-05,Morocco,376738,327693,6184
56046,2020-12-05,Mozambique,16133,14343,133
56047,2020-12-05,Namibia,14950,13908,152
56048,2020-12-05,Nepal,239885,224053,1577
56049,2020-12-05,Netherlands,559716,7266,9743
56050,2020-12-05,New Zealand,2078,1997,25
56051,2020-12-05,Nicaragua,5838,4225,161
56052,2020-12-05,Niger,1789,1237,77
56053,2020-12-05,Nigeria,68937,64650,1180
56054,2020-12-05,North Macedonia,67311,42872,1901
56055,2020-12-05,Norway,38073,17998,354
56056,2020-12-05,Oman,124329,115866,1435
56057,2020-12-05,Pakistan,416499,355012,8361
56058,2020-12-05,Panama,175907,151247,3173
56059,2020-12-05,Papua New Guinea,671,597,7
56060,2020-12-05,Paraguay,87213,61283,1833
56061,2020-12-05,Peru,970860,903958,36195
56062,2020-12-05,Philippines,438069,399582,8526
56063,2020-12-05,Poland,1054273,687910,19861
56064,2020-12-05,Portugal,318640,240203,4876
56065,2020-12-05,Qatar,139783,137060,239
56066,2020-12-05,Romania,508345,399207,12186
56067,2020-12-05,Russia,2410462,1899474,42228
56068,2020-12-05,Rwanda,6084,5696,51
56069,2020-12-05,Saint Kitts and Nevis,25,20,0
56070,2020-12-05,Saint Lucia,265,158,2
56071,2020-12-05,Saint Vincent and the Grenadines,87,80,0
56072,2020-12-05,Samoa,2,0,0
56073,2020-12-05,San Marino,1789,1412,48
56074,2020-12-05,Sao Tome and Principe,999,937,17
56075,2020-12-05,Saudi Arabia,358526,348562,5954
56076,2020-12-05,Senegal,16397,15731,337
56077,2020-12-05,Serbia,213843,0,1891
56078,2020-12-05,Seychelles,184,168,0
56079,2020-12-05,Sierra Leone,2420,1843,74
56080,2020-12-05,Singapore,58255,58158,29
56081,2020-12-05,Slovakia,115462,79956,981
56082,2020-12-05,Slovenia,84775,62600,1700
56083,2020-12-05,Solomon Islands,17,5,0
56084,2020-12-05,Somalia,4525,3480,121
56085,2020-12-05,South Africa,810449,744298,22067
56086,2020-12-05,South Sudan,3166,2977,62
56087,2020-12-05,Spain,1684647,150376,46252
56088,2020-12-05,Sri Lanka,27228,20090,137
56089,2020-12-05,Sudan,19196,10942,1290
56090,2020-12-05,Suriname,5324,5207,117
56091,2020-12-05,Sweden,278912,0,7067
56092,2020-12-05,Switzerland,344497,260600,5324
56093,2020-12-05,Syria,8320,3879,442
56094,2020-12-05,Taiwan*,694,574,7
56095,2020-12-05,Tajikistan,12389,11796,87
56096,2020-12-05,Tanzania,509,183,21
56097,2020-12-05,Thailand,4086,3853,60
56098,2020-12-05,Timor-Leste,31,30,0
56099,2020-12-05,Togo,3051,2599,65
56100,2020-12-05,Trinidad and Tobago,6751,5907,122
56101,2020-12-05,Tunisia,102991,76441,3526
56102,2020-12-05,Turkey,797893,427242,14705
56103,2020-12-05,US,14696923,5576026,281478
56104,2020-12-05,Uganda,22188,9117,206
56105,2020-12-05,Ukraine,822985,429455,13877
56106,2020-12-05,United Arab Emirates,175276,158498,589
56107,2020-12-05,United Kingdom,1710379,3650,61111
56108,2020-12-05,Uruguay,6965,4946,81
56109,2020-12-05,Uzbekistan,73751,71002,611
56110,2020-12-05,Vanuatu,1,1,0
56111,2020-12-05,Venezuela,104177,98879,916
56112,2020-12-05,Vietnam,1365,1220,35
56113,2020-12-05,West Bank and Gaza,96098,71236,812
56114,2020-12-05,Yemen,2077,1382,606
56115,2020-12-05,Zambia,17898,17168,364
56116,2020-12-05,Zimbabwe,10617,8844,291
56117,2020-12-06,Afghanistan,47306,37685,1874
56118,2020-12-06,Albania,42988,21617,905
56119,2020-12-06,Algeria,88252,57146,2516
56120,2020-12-06,Andorra,7050,6238,78
56121,2020-12-06,Angola,15591,8338,354
56122,2020-12-06,Antigua and Barbuda,144,133,4
56123,2020-12-06,Argentina,1463110,1294692,39770
56124,2020-12-06,Armenia,141937,116796,2326
56125,2020-12-06,Australia,27972,25642,908
56126,2020-12-06,Austria,303430,252765,3840
56127,2020-12-06,Azerbaijan,146679,88497,1632
56128,2020-12-06,Bahamas,7570,5995,163
56129,2020-12-06,Bahrain,87930,86030,341
56130,2020-12-06,Bangladesh,477545,395960,6838
56131,2020-12-06,Barbados,285,260,7
56132,2020-12-06,Belarus,147157,124774,1207
56133,2020-12-06,Belgium,591756,0,17320
56134,2020-12-06,Belize,7769,3849,173
56135,2020-12-06,Benin,3055,2907,44
56136,2020-12-06,Bhutan,430,388,0
56137,2020-12-06,Bolivia,145560,124799,8995
56138,2020-12-06,Bosnia and Herzegovina,94507,58625,2952
56139,2020-12-06,Botswana,11531,8978,34
56140,2020-12-06,Brazil,6603540,5866657,176941
56141,2020-12-06,Brunei,151,147,3
56142,2020-12-06,Bulgaria,161421,62246,4797
56143,2020-12-06,Burkina Faso,3212,2711,68
56144,2020-12-06,Burma,99155,77636,2110
56145,2020-12-06,Burundi,694,575,1
56146,2020-12-06,Cabo Verde,11063,10596,109
56147,2020-12-06,Cambodia,348,306,0
56148,2020-12-06,Cameroon,24752,23344,443
56149,2020-12-06,Canada,418848,334375,12688
56150,2020-12-06,Central African Republic,4922,1924,63
56151,2020-12-06,Chad,1725,1564,102
56152,2020-12-06,Chile,560382,534789,15628
56153,2020-12-06,China,93577,87331,4746
56154,2020-12-06,Colombia,1371103,1257410,37808
56155,2020-12-06,Comoros,616,600,7
56156,2020-12-06,Congo (Brazzaville),5774,4988,94
56157,2020-12-06,Congo (Kinshasa),13527,11947,344
56158,2020-12-06,Costa Rica,143685,95789,1773
56159,2020-12-06,Cote d'Ivoire,21485,21109,132
56160,2020-12-06,Croatia,150353,124439,2174
56161,2020-12-06,Cuba,8782,7963,136
56162,2020-12-06,Cyprus,12451,2057,61
56163,2020-12-06,Czechia,546833,478094,8902
56164,2020-12-06,Denmark,91131,71395,885
56165,2020-12-06,Diamond Princess,712,699,13
56166,2020-12-06,Djibouti,5701,5593,61
56167,2020-12-06,Dominica,85,72,0
56168,2020-12-06,Dominican Republic,148453,116873,2345
56169,2020-12-06,Ecuador,197998,174188,13778
56170,2020-12-06,Egypt,118432,103501,6771
56171,2020-12-06,El Salvador,40131,36525,1159
56172,2020-12-06,Equatorial Guinea,5159,5023,85
56173,2020-12-06,Eritrea,632,508,0
56174,2020-12-06,Estonia,14978,8959,131
56175,2020-12-06,Eswatini,6501,6090,122
56176,2020-12-06,Ethiopia,113295,80831,1747
56177,2020-12-06,Fiji,44,33,2
56178,2020-12-06,Finland,27631,18100,415
56179,2020-12-06,France,2347595,175220,55247
56180,2020-12-06,Gabon,9254,9106,60
56181,2020-12-06,Gambia,3770,3615,123
56182,2020-12-06,Georgia,162475,133511,1504
56183,2020-12-06,Germany,1194550,868285,18989
56184,2020-12-06,Ghana,52274,51063,325
56185,2020-12-06,Greece,115471,93764,3003
56186,2020-12-06,Grenada,41,39,0
56187,2020-12-06,Guatemala,125550,114315,4250
56188,2020-12-06,Guinea,13233,12355,76
56189,2020-12-06,Guinea-Bissau,2441,2327,44
56190,2020-12-06,Guyana,5665,4759,153
56191,2020-12-06,Haiti,9370,8146,233
56192,2020-12-06,Holy See,27,15,0
56193,2020-12-06,Honduras,111023,49456,2946
56194,2020-12-06,Hungary,250278,71682,5868
56195,2020-12-06,Iceland,5482,5269,27
56196,2020-12-06,India,9677203,9139901,140573
56197,2020-12-06,Indonesia,575796,474771,17740
56198,2020-12-06,Iran,1040547,730798,50310
56199,2020-12-06,Iraq,564200,493567,12432
56200,2020-12-06,Ireland,74246,23364,2099
56201,2020-12-06,Israel,344906,329368,2917
56202,2020-12-06,Italy,1728878,913494,60078
56203,2020-12-06,Jamaica,11120,6998,265
56204,2020-12-06,Japan,162917,135121,2259
56205,2020-12-06,Jordan,240089,187444,3056
56206,2020-12-06,Kazakhstan,180089,151755,2488
56207,2020-12-06,Kenya,88380,68929,1526
56208,2020-12-06,"Korea, South",38161,29301,549
56209,2020-12-06,Kosovo,42805,28504,1106
56210,2020-12-06,Kuwait,144369,140035,891
56211,2020-12-06,Kyrgyzstan,75395,67400,1297
56212,2020-12-06,Laos,39,26,0
56213,2020-12-06,Latvia,21313,1866,262
56214,2020-12-06,Lebanon,137112,90229,1099
56215,2020-12-06,Lesotho,2150,1278,44
56216,2020-12-06,Liberia,1676,1358,83
56217,2020-12-06,Libya,86580,56702,1231
56218,2020-12-06,Liechtenstein,1396,1183,17
56219,2020-12-06,Lithuania,74649,30390,626
56220,2020-12-06,Luxembourg,37017,28029,345
56221,2020-12-06,MS Zaandam,9,7,2
56222,2020-12-06,Madagascar,17513,16927,255
56223,2020-12-06,Malawi,6051,5476,185
56224,2020-12-06,Malaysia,72694,61273,382
56225,2020-12-06,Maldives,13198,12321,47
56226,2020-12-06,Mali,5135,3369,164
56227,2020-12-06,Malta,10520,8396,151
56228,2020-12-06,Marshall Islands,4,4,0
56229,2020-12-06,Mauritania,9516,7849,188
56230,2020-12-06,Mauritius,508,465,10
56231,2020-12-06,Mexico,1175850,866186,109717
56232,2020-12-06,Moldova,116365,101244,2419
56233,2020-12-06,Monaco,638,574,3
56234,2020-12-06,Mongolia,887,384,0
56235,2020-12-06,Montenegro,38246,26999,533
56236,2020-12-06,Morocco,379657,331301,6245
56237,2020-12-06,Mozambique,16244,14416,133
56238,2020-12-06,Namibia,15078,13939,152
56239,2020-12-06,Nepal,240981,225805,1594
56240,2020-12-06,Netherlands,566628,7300,9768
56241,2020-12-06,New Zealand,2079,1998,25
56242,2020-12-06,Nicaragua,5838,4225,161
56243,2020-12-06,Niger,1856,1237,77
56244,2020-12-06,Nigeria,69255,64774,1180
56245,2020-12-06,North Macedonia,67968,43646,1924
56246,2020-12-06,Norway,38323,17998,354
56247,2020-12-06,Oman,124886,116354,1444
56248,2020-12-06,Pakistan,420294,356542,8398
56249,2020-12-06,Panama,177719,152890,3193
56250,2020-12-06,Papua New Guinea,671,597,7
56251,2020-12-06,Paraguay,87920,61948,1853
56252,2020-12-06,Peru,972688,907654,36231
56253,2020-12-06,Philippines,439834,408634,8554
56254,2020-12-06,Poland,1063449,706720,20089
56255,2020-12-06,Portugal,322474,243055,4963
56256,2020-12-06,Qatar,139908,137276,239
56257,2020-12-06,Romania,513576,405612,12320
56258,2020-12-06,Russia,2439163,1920744,42675
56259,2020-12-06,Rwanda,6129,5696,51
56260,2020-12-06,Saint Kitts and Nevis,25,20,0
56261,2020-12-06,Saint Lucia,265,158,2
56262,2020-12-06,Saint Vincent and the Grenadines,87,80,0
56263,2020-12-06,Samoa,2,0,0
56264,2020-12-06,San Marino,1789,1412,48
56265,2020-12-06,Sao Tome and Principe,999,937,17
56266,2020-12-06,Saudi Arabia,358713,348879,5965
56267,2020-12-06,Senegal,16477,15776,338
56268,2020-12-06,Serbia,219652,0,1949
56269,2020-12-06,Seychelles,184,168,0
56270,2020-12-06,Sierra Leone,2426,1846,74
56271,2020-12-06,Singapore,58260,58160,29
56272,2020-12-06,Slovakia,116731,82666,996
56273,2020-12-06,Slovenia,85805,63580,1744
56274,2020-12-06,Solomon Islands,17,5,0
56275,2020-12-06,Somalia,4525,3480,121
56276,2020-12-06,South Africa,814565,744780,22206
56277,2020-12-06,South Sudan,3181,2977,62
56278,2020-12-06,Spain,1684647,150376,46252
56279,2020-12-06,Sri Lanka,27877,20460,140
56280,2020-12-06,Sudan,19468,11021,1295
56281,2020-12-06,Suriname,5324,5210,117
56282,2020-12-06,Sweden,278912,0,7067
56283,2020-12-06,Switzerland,344497,260600,5349
56284,2020-12-06,Syria,8403,3943,447
56285,2020-12-06,Taiwan*,716,574,7
56286,2020-12-06,Tajikistan,12428,11833,87
56287,2020-12-06,Tanzania,509,183,21
56288,2020-12-06,Thailand,4107,3868,60
56289,2020-12-06,Timor-Leste,31,30,0
56290,2020-12-06,Togo,3095,2653,65
56291,2020-12-06,Trinidad and Tobago,6767,5937,122
56292,2020-12-06,Tunisia,104002,76441,3561
56293,2020-12-06,Turkey,828295,431253,14900
56294,2020-12-06,US,14878545,5624444,282603
56295,2020-12-06,Uganda,22499,9175,206
56296,2020-12-06,Ukraine,834913,435575,14054
56297,2020-12-06,United Arab Emirates,176429,159132,592
56298,2020-12-06,United Kingdom,1727751,3736,61342
56299,2020-12-06,Uruguay,7303,5062,82
56300,2020-12-06,Uzbekistan,74053,71315,611
56301,2020-12-06,Vanuatu,1,1,0
56302,2020-12-06,Venezuela,104442,99494,919
56303,2020-12-06,Vietnam,1366,1220,35
56304,2020-12-06,West Bank and Gaza,98038,72773,828
56305,2020-12-06,Yemen,2078,1382,606
56306,2020-12-06,Zambia,17916,17173,364
56307,2020-12-06,Zimbabwe,10718,8880,291
56308,2020-12-07,Afghanistan,47516,37879,1900
56309,2020-12-07,Albania,43683,22180,922
56310,2020-12-07,Algeria,88825,57648,2527
56311,2020-12-07,Andorra,7084,6293,78
56312,2020-12-07,Angola,15648,8353,354
56313,2020-12-07,Antigua and Barbuda,146,134,4
56314,2020-12-07,Argentina,1466309,1300696,39888
56315,2020-12-07,Armenia,142344,117649,2344
56316,2020-12-07,Australia,27987,25646,908
56317,2020-12-07,Austria,305693,256811,3897
56318,2020-12-07,Azerbaijan,149765,90278,1675
56319,2020-12-07,Bahamas,7579,6003,163
56320,2020-12-07,Bahrain,88111,86215,341
56321,2020-12-07,Bangladesh,479743,398623,6874
56322,2020-12-07,Barbados,287,260,7
56323,2020-12-07,Belarus,148953,126084,1215
56324,2020-12-07,Belgium,592615,0,17386
56325,2020-12-07,Belize,7953,3943,176
56326,2020-12-07,Benin,3073,2922,44
56327,2020-12-07,Bhutan,432,390,0
56328,2020-12-07,Bolivia,145657,124981,8997
56329,2020-12-07,Bosnia and Herzegovina,94944,59488,3012
56330,2020-12-07,Botswana,12058,9400,36
56331,2020-12-07,Brazil,6623911,5897526,177317
56332,2020-12-07,Brunei,151,147,3
56333,2020-12-07,Bulgaria,164185,65616,5010
56334,2020-12-07,Burkina Faso,3315,2721,68
56335,2020-12-07,Burma,100431,79240,2132
56336,2020-12-07,Burundi,698,630,1
56337,2020-12-07,Cabo Verde,11098,10676,109
56338,2020-12-07,Cambodia,350,307,0
56339,2020-12-07,Cameroon,24752,23344,443
56340,2020-12-07,Canada,426572,344034,12796
56341,2020-12-07,Central African Republic,4922,1924,63
56342,2020-12-07,Chad,1728,1571,102
56343,2020-12-07,Chile,562142,536267,15663
56344,2020-12-07,China,93670,87404,4746
56345,2020-12-07,Colombia,1377100,1267595,37995
56346,2020-12-07,Comoros,616,600,7
56347,2020-12-07,Congo (Brazzaville),5774,4988,94
56348,2020-12-07,Congo (Kinshasa),13595,12059,344
56349,2020-12-07,Costa Rica,146421,102855,1825
56350,2020-12-07,Cote d'Ivoire,21507,21150,132
56351,2020-12-07,Croatia,152239,127882,2233
56352,2020-12-07,Cuba,8906,7997,136
56353,2020-12-07,Cyprus,12867,2057,63
56354,2020-12-07,Czechia,546833,478094,8902
56355,2020-12-07,Denmark,93177,72401,894
56356,2020-12-07,Diamond Princess,712,699,13
56357,2020-12-07,Djibouti,5708,5596,61
56358,2020-12-07,Dominica,85,72,0
56359,2020-12-07,Dominican Republic,149138,117402,2346
56360,2020-12-07,Ecuador,198244,174188,13780
56361,2020-12-07,Egypt,118847,103703,6790
56362,2020-12-07,El Salvador,40345,36735,1164
56363,2020-12-07,Equatorial Guinea,5166,5036,85
56364,2020-12-07,Eritrea,649,517,0
56365,2020-12-07,Estonia,15226,9009,134
56366,2020-12-07,Eswatini,6529,6094,123
56367,2020-12-07,Ethiopia,113735,82803,1755
56368,2020-12-07,Fiji,44,33,2
56369,2020-12-07,Finland,27881,18100,424
56370,2020-12-07,France,2351006,175919,55613
56371,2020-12-07,Gabon,9278,9132,60
56372,2020-12-07,Gambia,3770,3615,123
56373,2020-12-07,Georgia,164976,137499,1540
56374,2020-12-07,Germany,1200006,888701,19434
56375,2020-12-07,Ghana,52274,51063,325
56376,2020-12-07,Greece,116721,93764,3092
56377,2020-12-07,Grenada,43,41,0
56378,2020-12-07,Guatemala,125674,114697,4274
56379,2020-12-07,Guinea,13264,12465,79
56380,2020-12-07,Guinea-Bissau,2444,2337,44
56381,2020-12-07,Guyana,5697,4779,154
56382,2020-12-07,Haiti,9399,8148,233
56383,2020-12-07,Holy See,27,15,0
56384,2020-12-07,Honduras,111023,49456,2946
56385,2020-12-07,Hungary,254148,74283,5984
56386,2020-12-07,Iceland,5496,5272,27
56387,2020-12-07,India,9703770,9178946,140958
56388,2020-12-07,Indonesia,581550,479202,17867
56389,2020-12-07,Iran,1051374,742955,50594
56390,2020-12-07,Iraq,566015,495725,12460
56391,2020-12-07,Ireland,74468,23364,2099
56392,2020-12-07,Israel,346797,330188,2924
56393,2020-12-07,Italy,1742557,933132,60606
56394,2020-12-07,Jamaica,11184,7146,265
56395,2020-12-07,Japan,164434,136747,2299
56396,2020-12-07,Jordan,244069,192033,3116
56397,2020-12-07,Kazakhstan,180777,152379,2490
56398,2020-12-07,Kenya,88579,69414,1531
56399,2020-12-07,"Korea, South",38755,29650,552
56400,2020-12-07,Kosovo,43324,29430,1120
56401,2020-12-07,Kuwait,144599,140341,897
56402,2020-12-07,Kyrgyzstan,75395,67400,1297
56403,2020-12-07,Laos,41,26,0
56404,2020-12-07,Latvia,21520,1866,272
56405,2020-12-07,Lebanon,138096,90229,1115
56406,2020-12-07,Lesotho,2150,1278,44
56407,2020-12-07,Liberia,1676,1358,83
56408,2020-12-07,Libya,87097,57380,1243
56409,2020-12-07,Liechtenstein,1397,1235,19
56410,2020-12-07,Lithuania,76036,30449,637
56411,2020-12-07,Luxembourg,38476,29792,360
56412,2020-12-07,MS Zaandam,9,7,2
56413,2020-12-07,Madagascar,17513,16927,255
56414,2020-12-07,Malawi,6051,5476,185
56415,2020-12-07,Malaysia,74294,62306,384
56416,2020-12-07,Maldives,13213,12437,47
56417,2020-12-07,Mali,5290,3377,175
56418,2020-12-07,Malta,10659,8497,155
56419,2020-12-07,Marshall Islands,4,4,0
56420,2020-12-07,Mauritania,9679,7849,194
56421,2020-12-07,Mauritius,511,478,10
56422,2020-12-07,Mexico,1182249,873555,110074
56423,2020-12-07,Moldova,117495,101938,2438
56424,2020-12-07,Monaco,641,577,3
56425,2020-12-07,Mongolia,888,384,0
56426,2020-12-07,Montenegro,38562,27651,543
56427,2020-12-07,Morocco,381188,334269,6320
56428,2020-12-07,Mozambique,16326,14429,136
56429,2020-12-07,Namibia,15219,13949,152
56430,2020-12-07,Nepal,241995,227433,1614
56431,2020-12-07,Netherlands,573750,7341,9786
56432,2020-12-07,New Zealand,2085,2006,25
56433,2020-12-07,Nicaragua,5838,4225,161
56434,2020-12-07,Niger,1894,1239,78
56435,2020-12-07,Nigeria,69645,64947,1181
56436,2020-12-07,North Macedonia,68332,44705,1949
56437,2020-12-07,Norway,38703,17998,359
56438,2020-12-07,Oman,125115,116506,1452
56439,2020-12-07,Pakistan,423179,370474,8487
56440,2020-12-07,Panama,179230,154330,3212
56441,2020-12-07,Papua New Guinea,671,597,7
56442,2020-12-07,Paraguay,88723,62603,1872
56443,2020-12-07,Peru,973912,907654,36274
56444,2020-12-07,Philippines,441399,408702,8572
56445,2020-12-07,Poland,1067870,722446,20181
56446,2020-12-07,Portugal,325071,245843,5041
56447,2020-12-07,Qatar,140086,137494,239
56448,2020-12-07,Romania,517236,409121,12447
56449,2020-12-07,Russia,2466961,1939393,43122
56450,2020-12-07,Rwanda,6191,5696,51
56451,2020-12-07,Saint Kitts and Nevis,25,21,0
56452,2020-12-07,Saint Lucia,270,165,2
56453,2020-12-07,Saint Vincent and the Grenadines,87,80,0
56454,2020-12-07,Samoa,2,2,0
56455,2020-12-07,San Marino,1800,1438,48
56456,2020-12-07,Sao Tome and Principe,1002,940,17
56457,2020-12-07,Saudi Arabia,358922,349168,5977
56458,2020-12-07,Senegal,16553,15806,340
56459,2020-12-07,Serbia,226209,0,2005
56460,2020-12-07,Seychelles,184,168,0
56461,2020-12-07,Sierra Leone,2428,1846,74
56462,2020-12-07,Singapore,58273,58168,29
56463,2020-12-07,Slovakia,117283,84850,1018
56464,2020-12-07,Slovenia,86288,63999,1796
56465,2020-12-07,Solomon Islands,17,5,0
56466,2020-12-07,Somalia,4579,3529,121
56467,2020-12-07,South Africa,817878,745750,22249
56468,2020-12-07,South Sudan,3181,2977,62
56469,2020-12-07,Spain,1702328,150376,46646
56470,2020-12-07,Sri Lanka,28580,20804,142
56471,2020-12-07,Sudan,19747,11184,1301
56472,2020-12-07,Suriname,5325,5214,117
56473,2020-12-07,Sweden,278912,0,7067
56474,2020-12-07,Switzerland,354306,279900,5495
56475,2020-12-07,Syria,8490,4000,452
56476,2020-12-07,Taiwan*,716,574,7
56477,2020-12-07,Tajikistan,12469,11881,87
56478,2020-12-07,Tanzania,509,183,21
56479,2020-12-07,Thailand,4126,3874,60
56480,2020-12-07,Timor-Leste,31,30,0
56481,2020-12-07,Togo,3111,2677,65
56482,2020-12-07,Trinidad and Tobago,6775,5962,122
56483,2020-12-07,Tunisia,104329,77798,3596
56484,2020-12-07,Turkey,860432,436270,15103
56485,2020-12-07,US,15071802,5714557,284058
56486,2020-12-07,Uganda,23200,9374,207
56487,2020-12-07,Ukraine,843898,440899,14208
56488,2020-12-07,United Arab Emirates,177577,159711,594
56489,2020-12-07,United Kingdom,1742525,3747,61531
56490,2020-12-07,Uruguay,7505,5240,83
56491,2020-12-07,Uzbekistan,74053,71315,611
56492,2020-12-07,Vanuatu,1,1,0
56493,2020-12-07,Venezuela,104904,99982,924
56494,2020-12-07,Vietnam,1367,1224,35
56495,2020-12-07,West Bank and Gaza,99758,74053,848
56496,2020-12-07,Yemen,2078,1382,606
56497,2020-12-07,Zambia,17931,17211,364
56498,2020-12-07,Zimbabwe,10839,8972,294
56499,2020-12-08,Afghanistan,47716,37920,1906
56500,2020-12-08,Albania,44436,22527,936
56501,2020-12-08,Algeria,89416,58146,2539
56502,2020-12-08,Andorra,7127,6367,78
56503,2020-12-08,Angola,15729,8470,355
56504,2020-12-08,Antigua and Barbuda,146,134,4
56505,2020-12-08,Argentina,1469919,1305587,40009
56506,2020-12-08,Armenia,142928,119147,2372
56507,2020-12-08,Australia,27993,25651,908
56508,2020-12-08,Austria,308070,262314,4002
56509,2020-12-08,Azerbaijan,154152,93411,1713
56510,2020-12-08,Bahamas,7579,6003,163
56511,2020-12-08,Bahrain,88294,86348,343
56512,2020-12-08,Bangladesh,481945,401194,6906
56513,2020-12-08,Barbados,289,263,7
56514,2020-12-08,Belarus,150602,127528,1222
56515,2020-12-08,Belgium,594572,0,17507
56516,2020-12-08,Belize,8013,4012,179
56517,2020-12-08,Benin,3073,2922,44
56518,2020-12-08,Bhutan,433,393,0
56519,2020-12-08,Bolivia,145846,125230,9002
56520,2020-12-08,Bosnia and Herzegovina,96021,60210,3081
56521,2020-12-08,Botswana,12058,9400,36
56522,2020-12-08,Brazil,6674999,5965492,178159
56523,2020-12-08,Brunei,152,147,3
56524,2020-12-08,Bulgaria,168165,69028,5156
56525,2020-12-08,Burkina Faso,3469,2742,69
56526,2020-12-08,Burma,101739,80726,2151
56527,2020-12-08,Burundi,716,630,1
56528,2020-12-08,Cabo Verde,11118,10712,109
56529,2020-12-08,Cambodia,354,307,0
56530,2020-12-08,Cameroon,24752,23344,443
56531,2020-12-08,Canada,432743,349629,12887
56532,2020-12-08,Central African Republic,4927,1924,63
56533,2020-12-08,Chad,1729,1573,102
56534,2020-12-08,Chile,563534,537727,15680
56535,2020-12-08,China,93782,87483,4746
56536,2020-12-08,Colombia,1384610,1278326,38158
56537,2020-12-08,Comoros,617,605,7
56538,2020-12-08,Congo (Brazzaville),5774,4988,94
56539,2020-12-08,Congo (Kinshasa),13750,12059,344
56540,2020-12-08,Costa Rica,147430,105686,1846
56541,2020-12-08,Cote d'Ivoire,21513,21161,132
56542,2020-12-08,Croatia,154852,130869,2298
56543,2020-12-08,Cuba,8982,8047,136
56544,2020-12-08,Cyprus,13286,2057,68
56545,2020-12-08,Czechia,551070,484781,9036
56546,2020-12-08,Denmark,95332,73572,901
56547,2020-12-08,Diamond Princess,712,699,13
56548,2020-12-08,Djibouti,5714,5597,61
56549,2020-12-08,Dominica,85,72,0
56550,2020-12-08,Dominican Republic,149630,117804,2347
56551,2020-12-08,Ecuador,198752,174188,13794
56552,2020-12-08,Egypt,119281,103913,6813
56553,2020-12-08,El Salvador,40551,36951,1168
56554,2020-12-08,Equatorial Guinea,5166,5036,85
56555,2020-12-08,Eritrea,649,517,0
56556,2020-12-08,Estonia,15510,9446,137
56557,2020-12-08,Eswatini,6563,6137,124
56558,2020-12-08,Ethiopia,114266,84948,1766
56559,2020-12-08,Fiji,44,35,2
56560,2020-12-08,Finland,28242,18100,424
56561,2020-12-08,France,2365043,177558,56451
56562,2020-12-08,Gabon,9278,9132,60
56563,2020-12-08,Gambia,3776,3631,123
56564,2020-12-08,Georgia,169649,141392,1576
56565,2020-12-08,Germany,1229269,909058,20002
56566,2020-12-08,Ghana,52500,51319,326
56567,2020-12-08,Greece,118045,93764,3194
56568,2020-12-08,Grenada,43,41,0
56569,2020-12-08,Guatemala,126473,115406,4286
56570,2020-12-08,Guinea,13264,12465,79
56571,2020-12-08,Guinea-Bissau,2444,2337,44
56572,2020-12-08,Guyana,5700,4870,154
56573,2020-12-08,Haiti,9399,8148,233
56574,2020-12-08,Holy See,27,15,0
56575,2020-12-08,Honduras,111707,49781,2950
56576,2020-12-08,Hungary,256367,75281,6120
56577,2020-12-08,Iceland,5506,5292,28
56578,2020-12-08,India,9735850,9215581,141360
56579,2020-12-08,Indonesia,586842,483497,18000
56580,2020-12-08,Iran,1062397,754224,50917
56581,2020-12-08,Iraq,568138,498064,12477
56582,2020-12-08,Ireland,74682,23364,2097
56583,2020-12-08,Israel,348285,331055,2932
56584,2020-12-08,Italy,1757394,958629,61240
56585,2020-12-08,Jamaica,11271,7292,265
56586,2020-12-08,Japan,166592,138838,2334
56587,2020-12-08,Jordan,247131,197058,3162
56588,2020-12-08,Kazakhstan,181721,153432,2544
56589,2020-12-08,Kenya,89100,69839,1545
56590,2020-12-08,"Korea, South",39432,30177,556
56591,2020-12-08,Kosovo,43881,30157,1137
56592,2020-12-08,Kuwait,144900,140638,900
56593,2020-12-08,Kyrgyzstan,75690,67873,1301
56594,2020-12-08,Laos,41,28,0
